cid,shop,品牌,标题,内容,评分,评级,标签,标签个数,日期
51af9f790cf2c54150a3e898,TMALL,可瑞康,,不错,5,好评,品牌口碑,1,2013-05-01 11:39:11,
5188799c81856da1e622a579,TMALL,可瑞康,,还没吃，希望孩子喜欢，断奶中，,5,好评,其他,1,2013-05-01 11:39:33,
51888ba481856da1e622b71f,TMALL,可瑞康,,和全进口的还是有一些区别的,4,好评,其他,1,2013-05-01 11:49:53,
5188799c81856da1e622a578,TMALL,可瑞康,,一直在这里买，东西不错速度有快,5,好评,品牌口碑,1,2013-05-01 11:52:58,
51a749b30cf2ca7bf3ebe4fd,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-01 11:54:31,
5188748181856da1e6227a8d,TMALL,可瑞康,,一如既往的好,5,好评,品牌口碑,1,2013-05-01 12:04:40,
518873ca81856da1e622743f,TMALL,可瑞康,,奶粉质量不错，送的衣服也很好奥，希望店家多搞些活动，还有有优惠记得通知我们老客户,5,好评,品牌口碑/价格,2,2013-05-01 12:12:21,
51afc3de81856da1e6267b72,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-01 12:13:14,
51888ba481856da1e622b71e,TMALL,可瑞康,,挺不错的 好,5,好评,品牌口碑,1,2013-05-01 12:14:00,
5188796581856da1e622a2b3,TMALL,可瑞康,,囤货中，应该很不错，包装比上次好看,5,好评,品牌口碑,1,2013-05-01 12:22:28,
5188799c81856da1e622a577,TMALL,可瑞康,,是正品,5,好评,品牌问题,1,2013-05-01 12:24:48,
5188799c81856da1e622a576,TMALL,可瑞康,,很好,5,好评,品牌口碑,1,2013-05-01 12:27:23,
5188748181856da1e6227a8c,TMALL,可瑞康,,还行吧，宝宝一直吃这里的奶粉的。,5,好评,品牌口碑,1,2013-05-01 12:33:38,
51af9f790cf2c54150a3e897,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-01 12:34:42,
5188796581856da1e622a2b0,TMALL,可瑞康,,奶粉还没给孩子喝上呢，不过感谢卖家给我们的小读物，先尝试一下，如果孩子认为奶粉不错，我们会一如既往的支持的！！,5,好评,品牌口碑,1,2013-05-01 12:38:04,
5188748181856da1e6227a8b,TMALL,可瑞康,,很不错,5,好评,品牌口碑,1,2013-05-01 12:40:20,
5188796681856da1e622a2d1,TMALL,可瑞康,,不多说  给力,5,好评,品牌口碑,1,2013-05-01 12:47:43,
51888ba481856da1e622b71d,TMALL,可瑞康,,已经第二次购买，中国区授权产品，比其他网络代购更可信可靠！,5,好评,其他,1,2013-05-01 12:50:45,
5188752f81856da1e6228100,TMALL,可瑞康,,换蓝标了，还没吃\n运费好贵、、赠品什么也没有\n这么多人支持商家应该回馈下大家的,5,好评,品牌口碑/价格,2,2013-05-01 12:51:22,
5188799c81856da1e622a575,TMALL,可瑞康,,老买家了，还会来,5,好评,其他,1,2013-05-01 12:56:02,
51af9f790cf2c54150a3e896,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-01 12:57:22,
51af9f790cf2c54150a3e895,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-01 13:12:46,
5188796581856da1e622a2cf,TMALL,可瑞康,,因为现在喝的是母乳，奶粉宝宝还没开始吃，看评价都不错，希望宝宝喜欢喝，如果宝宝吃的习惯的话会一直购买。。 客服的服务态度都很好，也很耐心。。,5,好评,品牌口碑,1,2013-05-01 13:17:07,
5188799c81856da1e622a574,TMALL,可瑞康,, 及时到货 很好,4,好评,品牌口碑,1,2013-05-01 13:23:46,
5188796581856da1e622a2ce,TMALL,可瑞康,,好。,5,好评,其他,1,2013-05-01 13:28:32,
5188799c81856da1e622a573,TMALL,可瑞康,,                            使用中，期待效果......,4,好评,其他,1,2013-05-01 13:28:55,
5188799c81856da1e622a572,TMALL,可瑞康,,正品来的，价格和京东一样是210元，不过这里要收25元的快递费，没有优势！还是京东实在！,5,好评,品牌问题,1,2013-05-01 13:31:31,
5188742081856da1e62277a3,TMALL,可瑞康,,老顾客老价格,5,好评,其他,1,2013-05-01 13:35:57,
51af9f790cf2c54150a3e894,TMALL,可瑞康,,老顾客老价格,5,好评,其他,1,2013-05-01 13:35:57,
5188742081856da1e62277a2,TMALL,可瑞康,,                            很好,5,好评,品牌口碑,1,2013-05-01 13:37:42,
51af9f790cf2c54150a3e893,TMALL,可瑞康,,                            很好,5,好评,品牌口碑,1,2013-05-01 13:37:42,
5188796581856da1e622a2cd,TMALL,可瑞康,,和以前买的对比没任何差别，宝宝也一样爱吃。下次打算买一箱，不知道运费能优惠点吗，呵呵。,5,好评,其他,1,2013-05-01 13:37:58,
51888ba481856da1e622b71c,TMALL,可瑞康,,不是太容易溶解 其他还好,5,好评,其他,1,2013-05-01 13:38:01,
51afc3de81856da1e6267b71,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-01 13:38:10,
5188742081856da1e62277a1,TMALL,可瑞康,,很好，发货很快，奶粉虽然没有去验证，感觉还可以的，最近比较忙没来确认不好意思了，喝完还会再来的,5,好评,品牌口碑,1,2013-05-01 13:49:36,
51af9f790cf2c54150a3e892,TMALL,可瑞康,,很好，发货很快，奶粉虽然没有去验证，感觉还可以的，最近比较忙没来确认不好意思了，喝完还会再来的,5,好评,品牌口碑,1,2013-05-01 13:49:36,
5188748181856da1e6227a8a,TMALL,可瑞康,,外甥一直喝的就是这个奶粉,5,好评,品牌口碑,1,2013-05-01 13:57:13,
